frase,ideologia
"por ello, prevenir el delito no sólo parte de una acción enérgica del estado, sino de dotar del desarrollo social a quienes históricamente han estado padeciendo rezago social y marginación.",derecha
promover la ampliación de la cobertura de los programas de combate a la pobreza a todas las familias que se encuentren en la categoría de pobreza extrema.,derecha
"ahora, se habla de reformas fiscales ambientales o verdes, en las que los impuestos ambientales sustituyen en parte a otros impuestos que desalientan o detienen el crecimiento económico de los países.",derecha
el hombre la insultó llamándola tonta por no hacer caso a las indicaciones.,no_politico
"como parte fundamental del futuro que planeamos, se encuentra la participación de todos los mexicanos.",derecha
"actualmente la planeación se reduce a un ejercicio sexenal, sin mecanismos efectivos para la planeación coordinada entre federación, estados y municipios.",izquierda
nadie debe ser excluido de las oportunidades.,derecha
"la especie recibió su apodo porque sus ramas de aspecto peludo y su aspecto erguido y solitario recordaban a los investigadores a chewbacca, el peludo personaje de las películas de star wars.",no_politico
"allí, los asistentes descubrirán los secretos del show: desde quién mueve realmente los props hasta dónde se esconde el famoso traje de astronauta.",no_politico
"la actriz entró en desesperación, afirmando que si eso era lo que la producción quería, se quitaría todo.",no_politico
"según relató, la ruptura entre los músicos se originó cuando arredondo descubrió que su esposa supuestamente le había sido infiel con madero.",no_politico
abrir canales de participación en todos los niveles de la sociedad: en las pequeñas comunidades y en los grandes centros urbanos; en las pequeñas y en las grandes organizaciones sociales.,izquierda
crear programas deportivos enfocados en la juventud.,izquierda
"de ahí el gran éxito que tuvieron,",derecha
"la hamburguesa como símbolo de identidad urbana más allá del evento, burgerman insiste en que la hamburguesa merece respeto.",no_politico
es de la mayor importancia destacar nuestro compromiso social.,izquierda
"aunque no acompañó la publicación con un mensaje largo, la cantante escribió sobre la imagen una frase que lo dice todo: abrazo biomecánico.",no_politico
"la educación de calidad en todos los niveles,",izquierda
"la pobreza lastima a más de 50 millones de mexicanos, pues ha prevalecido una visión clientelar por encima de la más elemental sensibilidad ante el sufrimiento de millones.",izquierda
"por tanto, debe ser una actividad a la que se le otorgue la más alta prioridad en los planes y programas de los tres órdenes de gobierno.",derecha
"apoyar las actividades que promuevan la cultura nacional en el exterior, y promover la cooperación y colaboración cultural entre los mexicanos que residen en el extranjero.",derecha
"incentivaremos el aumento de los servicios turísticos a través del financiamiento a pequeñas y medianas empresas, incluyendo a comunidades indígenas que en conjunto conformen nuevas asociaciones prestadoras de servicios.",izquierda
"por ello, es muy importante comprender la integralidad de la triada seguridad humana desarrollo humano desarrollo sostenible, cuya lógica es centrarse en el bienestar, la libertad y la seguridad de las personas.",derecha
"asegurar que la fiscalía general de la república nazca como una institución profesional, con solidez técnica y mejores herramientas para investigar y perseguir el delito.",izquierda
"6.5 impulsar la creación de un fondo dentro del presupuesto de egresos que fomente la sustitución de unidades vehiculares del transporte público de pasajeros en las entidades federativas,",izquierda
"instituciones de seguridad y procuración de justicia honestas, confiables y eficaces para poner fin al caos, la violencia y la inseguridad.",derecha
"establecer mecanismos de control ciudadano: crear una auditoría ciudadana para el uso de los recursos públicos de la administración de los congresos locales, cámara de diputados y senado de la república.",izquierda
no buscamos regresar al estatismo de la década de los años 70;,derecha
información educación y comunicación,izquierda
impulsar el intercambio económico tecnológico y comercial con corea del sur;,derecha
lo que había era el abandono de su profesión.,no_politico
"línea de acción 8 diseñar y difundir campañas en los medios masivos de comunicación contra la explotación sexual de adolescentes y jóvenes, que permitan tomar conciencia y denunciar estos delitos.",izquierda
"con base en lo expuesto, fortaleceremos las políticas para promover, invertir y facilitar la investigación y el uso de fuentes renovables y alternativas de energía.",derecha
"en la primera temporada de la casa de los famosos méxico, wendy guevara también enfrentó una larga espera antes de recibir su premio.",no_politico
con el objeto de vigilar los planes de desarrollo urbano de los centros de población para disminuir riesgos a la población y daños al medio ambiente.,derecha
estrategia 1 generar gobiernos abiertos y cercanos a la sociedad,izquierda
"en este sentido, la intervención del gobierno como regulador de tecnologías y como facilitador en la adopción de estas últimas, es fundamental.",derecha
el sistema de distribución de competencias entre la federación y las entidades federativas insoslayablemente debe ser analizado y actualizado materia por material,derecha
"reformar el artículo 59 y 116 constitucionales con el objetivo de permitir la reelección inmediata de senadores, diputados federales y locales.",derecha
apoyar los objetivos del país en materia de medio ambiente y desarrollo sostenible;,derecha
en tanto que en los países miembros de esa organización el promedio fue de 2.2 por ciento y 1.8 por ciento en los mismos periodos.,derecha
de esta manera y en concordancia con la solicitud de organizaciones de la sociedad civil nos comprometemos a las siguientes acciones:,izquierda
"formular un programa emergente de turismo de aplicación inmediata, mediante la coordinación de las dependencias públicas responsables del desarrollo del sector así como de los actores privado y social,",izquierda
actualizar la legislación sobre el manejo y tratamiento de aguas negras y residuales.,derecha
proveer de información a la ciudadanía de los fenómenos ambientales que se viven en la actualidad y la manera en la que nosotros como sociedad contribuimos a que estos eventos sean más devastadores.,izquierda
"este trabajo solo podrá ser para criminales de baja y media peligrosidad, vigilados por fuerzas de seguridad y que realicen labores.",derecha
"desarrollaremos mecanismos de inteligencia comercial competitiva para identificar mercados de alto valor para productos y servicios mexicanos, así como estrategias para aprovechar las oportunidades generadas.",derecha
5.2.proteger a los mexicanos en el exterior68,izquierda
